subject,experiment,session,comparison,channel,event,n_close_diff,mean_abs_diff,max_abs_diff,mean_signed_diff,std_diff,mse_channel,time_compared_samples,event_type,acquisition
LTP606,ValueCourier,0,BIDS vs CMLReader,C1,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C10,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C11,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C12,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C13,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C14,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C15,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C16,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C17,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C18,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C19,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C2,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C20,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C21,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C22,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C23,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C24,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C25,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C26,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C27,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C28,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C29,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C3,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C30,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C31,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C32,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C4,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C5,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C6,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C7,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C8,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,C9,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D1,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D10,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D11,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D12,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D13,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D14,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D15,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D16,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D17,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D18,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D19,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D2,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D20,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D21,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D22,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D23,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D24,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D25,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D26,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D27,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D28,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D29,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D3,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D30,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D31,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D32,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D4,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D5,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D6,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D7,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D8,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,D9,0,0,0.0,0.0,0.0,0.0,0.0,6145,FINAL_COMPENSATION,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A1,0,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A1,1,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A1,2,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A1,3,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A1,4,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A1,5,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A1,6,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A1,7,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A1,8,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A1,9,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A1,10,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A1,11,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A1,12,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A10,0,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A10,1,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A10,2,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A10,3,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A10,4,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A10,5,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A10,6,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A10,7,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A10,8,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A10,9,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A10,10,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A10,11,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A10,12,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A11,0,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A11,1,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A11,2,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A11,3,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A11,4,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A11,5,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A11,6,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A11,7,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A11,8,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A11,9,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A11,10,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A11,11,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A11,12,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A12,0,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A12,1,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A12,2,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A12,3,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A12,4,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A12,5,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A12,6,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A12,7,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A12,8,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A12,9,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A12,10,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A12,11,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A12,12,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A13,0,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A13,1,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A13,2,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A13,3,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A13,4,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A13,5,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A13,6,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A13,7,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A13,8,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A13,9,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A13,10,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A13,11,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A13,12,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,A14,0,0,0.0,0.0,0.0,0.0,0.0,6145,POINTER_ON,eeg
