subject,experiment,session,comparison,channel,event,n_close_diff,mean_abs_diff,max_abs_diff,mean_signed_diff,std_diff,mse_channel,time_compared_samples,event_type,acquisition
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,7,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,8,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,9,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,10,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,11,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,12,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,13,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,14,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,15,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,16,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,17,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,18,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,19,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,20,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,21,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,22,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,23,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,24,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,25,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,26,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,27,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,28,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B28,29,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,0,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,1,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,2,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,3,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,4,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,5,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,6,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,7,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,8,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,9,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,10,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,11,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,12,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,13,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,14,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,15,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,16,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,17,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,18,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,19,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,20,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,21,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,22,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,23,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,24,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,25,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,26,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,27,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,28,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B29,29,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,0,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,1,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,2,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,3,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,4,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,5,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,6,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,7,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,8,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,9,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,10,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,11,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,12,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,13,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,14,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,15,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,16,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,17,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,18,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,19,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,20,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,21,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,22,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,23,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,24,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,25,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,26,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,27,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,28,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B3,29,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,0,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,1,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,2,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,3,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,4,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,5,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,6,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,7,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,8,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,9,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,10,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,11,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,12,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,13,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,14,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,15,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,16,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,17,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,18,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,19,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,20,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,21,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,22,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,23,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,24,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,25,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,26,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,27,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,28,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B30,29,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,0,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,1,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,2,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,3,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,4,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,5,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,6,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,7,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,8,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,9,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,10,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,11,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,12,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,13,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,14,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,15,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,16,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,17,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,18,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,19,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,20,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,21,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,22,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,23,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,24,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,25,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,26,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,27,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,28,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B31,29,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,0,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,1,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,2,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,3,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,4,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,5,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,6,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,7,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,8,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,9,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,10,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,11,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,12,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,13,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,14,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,15,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,16,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,17,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,18,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,19,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,20,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,21,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,22,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,23,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,24,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,25,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,26,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,27,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,28,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B32,29,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,0,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,1,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,2,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,3,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,4,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,5,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,6,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,7,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,8,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,9,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,10,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,11,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,12,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,13,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,14,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,15,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,16,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,17,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,18,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,19,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,20,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,21,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
LTP606,ValueCourier,0,BIDS vs CMLReader,B4,22,0,0.0,0.0,0.0,0.0,0.0,6145,PRACTICE_WORD,eeg
